Order_ID,Order_Date,Order_Quantity,Garment_Type,Fabric_Type,Fabric_Width_inches,Fabric_Width_cm,Pattern_Complexity,Marker_Efficiency_%,Expected_Defect_Rate_%,Operator_Experience_Years,Season,Supplier_ID,Production_Line,Fabric_GSM,Base_Consumption_Per_Unit_m,Planned_BOM_m,Actual_Consumption_m,Planned_BOM_yards,Actual_Consumption_yards,Base_Consumption_Per_Unit_yards,Planned_BOM,Actual_Consumption,Base_Consumption_Per_Unit,Measurement_Unit,Variance_m,Variance_yards,Variance_%,season_encoded,Order_Size_Category,Fabric_Cost_Per_m,Fabric_Cost_Per_yard,Planned_Cost_USD,Actual_Cost_USD,Waste_Cost_USD,Savings_Potential_USD,Efficiency_x_Experience,Defect_x_Complexity,Order_Value_USD
ORD_000001,2022-01-01,1870,Jacket,Denim,59,149.86,Simple,87.05990800244888,0.2833898543666846,6,Winter,SUP_9,Line_B,186.29046469587345,3.7368210329640994,7337.24809822501,7316.896963097408,8024.112093145255,8001.85582113421,4.086637175016682,8024.112093145255,8001.85582113421,4.086637175016682,yards,-20.351135127601992,-22.25627201104544,-0.277367411530288,3,Large,9.5,10.38932633385,69703.85693313759,69510.52114942537,0.0,193.33578371221893,522.3594480146933,0.2833898543666846,66384.62565060722
ORD_000002,2022-01-01,819,Jacket,Denim,71,180.34,Medium,88.46826918997745,2.738421262701402,7,Winter,SUP_4,Line_D,121.8228842484771,3.571032494177664,3070.909393368082,3243.1021437078084,3358.3873504617204,3546.699632104097,3.9053286242941105,3358.3873504617204,3546.699632104097,3.9053286242941105,yards,172.19275033972644,188.31228164237655,5.607223407880184,3,Medium,9.5,10.38932633385,29173.63923699678,30809.47036522418,1635.8311282274012,1635.8311282274012,619.2778843298421,3.149184452106612,27784.418320949313
ORD_000003,2022-01-01,2340,T-Shirt,Silk,59,149.86,Complex,82.56887444683973,0.167695436263782,5,Fall,SUP_4,Line_D,215.2740672915832,1.7296143066862402,4249.662351528092,4277.020486117929,4647.48726091597,4677.4064807200975,1.8915292067220069,4647.48726091597,4677.4064807200975,1.8915292067220069,yards,27.35813458983739,29.91921980412735,0.6437719594357882,0,Large,25.0,27.3403324575,106241.5587882023,106925.51215294823,683.9533647459348,683.9533647459348,412.84437223419866,0.2263888389561057,101182.43694114505
ORD_000004,2022-01-01,2238,T-Shirt,Polyester,59,149.86,Medium,90.59438521897499,0.8110070021109911,13,Spring,SUP_8,Line_B,213.07777271253997,1.4733751501401304,3462.284265314293,3326.2674846262935,3786.400115042556,3637.650354890205,1.6113026575780056,3786.400115042556,3637.650354890205,1.6113026575780056,yards,-136.01678068799947,-148.74976015235097,-3.928527245744577,1,Large,6.2,6.78040244946,21466.162444948615,20622.858404683022,0.0,843.3040402655968,1177.727007846675,0.9326580524276397,20443.964233284394
ORD_000005,2022-01-01,2771,T-Shirt,Polyester,59,149.86,Medium,83.00402715705899,0.12939073792329825,16,Fall,SUP_2,Line_C,211.30258636740905,1.4733751501401304,4286.858668090217,4183.681891965299,4688.165647356087,4575.3301529101545,1.6113026575780056,4688.165647356087,4575.3301529101545,1.6113026575780056,yards,-103.17677612491843,-112.83549444593245,-2.4068154355758917,0,Large,6.2,6.78040244946,26578.52374215935,25938.827730184854,0.0,639.6960119744944,1328.0644345129438,0.14879934861179298,25312.87975443747
ORD_000006,2022-01-02,2605,Pants,Silk,55,139.7,Complex,89.448945835499,1.596040980781663,17,Fall,SUP_4,Line_C,183.20421887084458,3.865425912670008,10572.906227630641,10317.995334408099,11562.670852215757,11283.896909506053,4.227281181689335,11562.670852215757,11283.896909506053,4.227281181689335,yards,-254.91089322254265,-278.773942709704,-2.4109822572375874,0,Large,25.0,27.3403324575,264322.65569076606,257949.88336020245,0.0,6372.772330563566,1520.632079203483,2.154655324055245,251735.86256263428
ORD_000007,2022-01-02,3157,Jacket,Cotton,59,149.86,Complex,84.6418289016891,2.084314706223959,7,Winter,SUP_4,Line_D,194.28877947436865,5.0447083945015345,16722.451621513414,17089.053977977557,18287.895473465465,18688.81668568277,5.516960186272521,18287.895473465465,18688.81668568277,5.516960186272521,yards,366.60235646414367,400.92121221730486,2.1922763764645024,3,XLarge,8.5,9.29571303555,142140.838782864,145256.95881280923,3116.120029945221,3116.120029945221,592.4928023118237,2.8138248534023447,135372.22741225144
ORD_000008,2022-01-02,574,Dress,Polyester,63,160.02,Complex,82.8661596976812,0.6639713995262349,13,Summer,SUP_8,Line_A,183.50355405673258,4.04949381327334,2440.629921259842,2408.827420561321,2669.105338118645,2634.325700435548,4.428580285579302,2669.105338118645,2634.325700435548,4.428580285579302,yards,-31.802500698520817,-34.77963768309701,-1.3030447763298958,2,Medium,6.2,6.78040244946,15131.905511811021,14934.730007480191,0.0,197.17550433082906,1077.2600760698556,0.8963613893604171,14411.338582677165
ORD_000009,2022-01-02,4286,Dress,Cotton-Blend,59,149.86,Medium,77.0257656223237,0.04109357057060909,5,Winter,SUP_2,Line_B,188.06516853671383,3.6834378753503265,16576.575470439075,17091.392056692217,18128.36337474575,18691.373639657595,4.0282566439450145,18128.36337474575,18691.373639657595,4.0282566439450145,yards,514.8165862531423,563.0102649118453,3.105687222135912,3,XLarge,7.0,7.6552930881,116036.02829307353,119639.74439684552,3603.716103771996,3603.716103771996,385.12882811161853,0.04725760615620045,110510.5031362605
ORD_000010,2022-01-02,1646,Shirt,Cotton,59,149.86,Medium,84.12867204353742,1.087345045113119,18,Fall,SUP_10,Line_B,214.19929592701413,2.2100627252101956,3819.651407980781,3657.073813596685,4177.221574638101,3999.42455541403,2.4169539863670084,4177.221574638101,3999.42455541403,2.4169539863670084,yards,-162.5775943840963,-177.79701922407094,-4.25634637874039,0,Large,8.5,9.29571303555,32467.03696783664,31085.12741557182,0.0,1381.9095522648186,1514.3160967836736,1.2504468018800867,30920.987588415846
