Order_ID,Order_Date,Order_Quantity,Garment_Type,Fabric_Type,Fabric_Width_inches,Fabric_Width_cm,Pattern_Complexity,Marker_Efficiency_%,Expected_Defect_Rate_%,Operator_Experience_Years,Season,Supplier_ID,Production_Line,Fabric_GSM,Base_Consumption_Per_Unit_m,Planned_BOM_m,Actual_Consumption_m,Planned_BOM_yards,Actual_Consumption_yards,Base_Consumption_Per_Unit_yards,Planned_BOM,Actual_Consumption,Base_Consumption_Per_Unit,Measurement_Unit,Variance_m,Variance_yards,Variance_%,season_encoded,Order_Size_Category,Fabric_Cost_Per_m,Fabric_Cost_Per_yard,Planned_Cost_USD,Actual_Cost_USD,Waste_Cost_USD,Savings_Potential_USD,Efficiency_x_Experience,Defect_x_Complexity,Order_Value_USD
ORD_000001,2023-01-01,910,Pants,Cotton-Blend,59,149.86,Medium,83.08959082666728,0.47221736963132543,6,Spring,SUP_4,Line_B,147.18902869498692,3.0695315627919384,2932.937408247697,3033.177747163043,3207.4993527412175,3317.123520405139,3.3568805366208454,3207.4993527412175,3317.123520405139,3.3568805366208454,yards,100.240338915346,109.62416766392153,3.4177455895738076,1,Medium,7.0,7.6552930881,20530.56185773388,21232.244230141303,701.682372407422,701.682372407422,498.53754496000363,0.5430499750760243,19552.91605498465
ORD_000002,2023-01-01,3139,T-Shirt,Cotton,55,139.7,Medium,81.8026541427001,8.69751438307287,3,Summer,SUP_3,Line_D,190.67374026972962,1.5805297065139585,5209.346886184682,5497.0227618159415,5697.011030189265,6011.617193379707,1.7284883054018612,5697.011030189265,6011.617193379707,1.7284883054018612,yards,287.67587563125926,314.6061631904422,5.522302160260874,2,XLarge,8.5,9.29571303555,44279.4485325698,46724.6934754355,2445.2449428657037,2445.2449428657037,245.40796242810032,10.002141540533799,42170.90336435218
ORD_000003,2023-01-01,3379,T-Shirt,Cotton-Blend,59,149.86,Complex,86.37058879677922,0.7750197240684437,5,Summer,SUP_6,Line_A,202.6614530203091,1.7296143066862402,6136.585079407446,6154.8681383406365,6711.051048989344,6731.045645372284,1.8915292067220069,6711.051048989344,6731.045645372284,1.8915292067220069,yards,18.28305893319066,19.994596382939562,0.29793539397902535,2,XLarge,7.0,7.6552930881,42956.095555852124,43084.076968384456,127.98141253233462,127.98141253233462,431.85294398389607,1.046276627492399,40910.56719604964
ORD_000004,2023-01-01,2388,Shirt,Polyester,59,149.86,Complex,89.63187621026219,0.30184152928091873,8,Fall,SUP_10,Line_A,167.46699518204304,2.5944214600293605,6505.252368877618,6369.593626945831,7114.230499402141,6965.872295194889,2.8372938100830103,7114.230499402141,6965.872295194889,2.8372938100830103,yards,-135.65874193178752,-148.35820420725122,-2.085372468880763,0,Large,6.2,6.78040244946,40332.56468704123,39491.48048706415,0.0,841.0841999770827,717.0550096820975,0.4074860645292403,38411.9663686107
ORD_000005,2023-01-01,786,Pants,Cotton,55,139.7,Simple,84.26354827153135,1.945492890443861,3,Summer,SUP_2,Line_D,155.77617610814505,2.8632784538296354,2363.0637079455983,2399.6638782174223,2584.2778957394135,2624.304328668725,3.1313193938439516,2584.2778957394135,2624.304328668725,3.1313193938439516,yards,36.60017027182403,40.02643292931134,1.5488439921767283,2,Medium,8.5,9.29571303555,20086.041517537586,20397.142964848088,311.1014473105042,311.1014473105042,252.79064481459403,1.945492890443861,19129.563350035794
ORD_000006,2023-01-02,1916,Dress,Cotton,71,180.34,Simple,79.91500336035038,1.7779579326725867,10,Summer,SUP_4,Line_C,168.14533460363154,2.6616391260951535,5354.68559387823,5430.61912488864,5855.955373680666,5938.997292980525,2.9108039435732502,5855.955373680666,5938.997292980525,2.9108039435732502,yards,75.93353101040975,83.04191929985973,1.4180763684280757,2,Large,8.5,9.29571303555,45514.82754796495,46160.26256155344,645.4350135884829,645.4350135884829,799.1500336035039,1.7779579326725867,43347.45480758567
ORD_000007,2023-01-02,4231,Pants,Cotton-Blend,63,160.02,Complex,80.66917271085273,0.2678502109117771,19,Summer,SUP_1,Line_D,155.85469202039536,3.3745781777277837,14991.732283464566,14425.756503559875,16395.157789750272,15776.199150330789,3.690483571316085,16395.157789750272,15776.199150330789,3.690483571316085,yards,-565.9757799046911,-618.958639419483,-3.7752527139838636,2,XLarge,7.0,7.6552930881,104942.12598425196,100980.29552491911,0.0,3961.8304593328376,1532.714281506202,0.3615977847308991,99944.88188976377
ORD_000008,2023-01-02,1098,T-Shirt,Denim,55,139.7,Medium,86.57839768548216,1.743285063104531,3,Summer,SUP_10,Line_B,177.46966104960205,1.5805297065139585,1822.1926986399428,1893.8213992138665,1992.7741672978057,2071.1082667853975,1.7284883054018612,1992.7741672978057,2071.1082667853975,1.7284883054018612,yards,71.62870057392365,78.33409948759186,3.9309070126000525,2,Medium,9.5,10.38932633385,17310.830637079456,17991.30329253173,680.4726554522747,680.4726554522747,259.73519305644646,2.0047778225702104,16486.5053686471
ORD_000009,2023-01-02,900,Shirt,Cotton,71,180.34,Simple,92.37646565357707,0.08557745935721915,19,Fall,SUP_8,Line_A,182.55226562220204,1.596983475657092,1509.149384495952,1455.2104193930195,1650.425836006033,1591.4374664729262,1.7464823661439501,1650.425836006033,1591.4374664729262,1.7464823661439501,yards,-53.93896510293257,-58.988369533106834,-3.574130278756195,0,Medium,8.5,9.29571303555,12827.769768215592,12369.288564840666,0.0,458.48120337492685,1755.1528474179643,0.08557745935721915,12216.923588776754
ORD_000010,2023-01-02,646,Jacket,Cotton-Blend,71,180.34,Complex,86.57489999725759,1.7844775119824208,9,Summer,SUP_3,Line_A,172.34974692257978,4.192081623599867,2843.4889652877896,2880.9545625695837,3109.6773460080335,3150.650221424156,4.58451621112787,3109.6773460080335,3150.650221424156,4.58451621112787,yards,37.46559728179409,40.972875416122406,1.3175924977785942,2,Medium,7.0,7.6552930881,19904.422757014527,20166.681937987087,262.2591809725586,262.2591809725586,779.1740999753183,2.4090446411762683,18956.5931019186
